Added ON,Added By,COMPLAINT GROUPING,PRODUCT,KEY
31-Dec-2022,service.almsind2@gmail.com,Fitting: Loose / Lost,MONNAL T75,MONNAL T75|Fitting: Loose / Lost
31-Dec-2022,service.almsind2@gmail.com,Fixation,MONNAL T75,MONNAL T75|Fixation
31-Dec-2022,service.almsind2@gmail.com,Flow rate: Non compliant,MONNAL T75,MONNAL T75|Flow rate: Non compliant
31-Dec-2022,service.almsind2@gmail.com,Flow: Absence,MONNAL T75,MONNAL T75|Flow: Absence
31-Dec-2022,service.almsind2@gmail.com,Fuse burn,MONNAL T75,MONNAL T75|Fuse burn
31-Dec-2022,service.almsind2@gmail.com,HMI: reboot,MONNAL T75,MONNAL T75|HMI: reboot
31-Dec-2022,service.almsind2@gmail.com,Incoherent information,MONNAL T75,MONNAL T75|Incoherent information
31-Dec-2022,service.almsind2@gmail.com,Incomplete kit,MONNAL T75,MONNAL T75|Incomplete kit
31-Dec-2022,service.almsind2@gmail.com,Installation: difficult / impossible,MONNAL T75,MONNAL T75|Installation: difficult / impossible
31-Dec-2022,service.almsind2@gmail.com,Inversion: failure,MONNAL T75,MONNAL T75|Inversion: failure
31-Dec-2022,service.almsind2@gmail.com,Lexan taken off,MONNAL T75,MONNAL T75|Lexan taken off
31-Dec-2022,service.almsind2@gmail.com,M / A switch,MONNAL T75,MONNAL T75|M / A switch
31-Dec-2022,service.almsind2@gmail.com,Maintenance mode: Access,MONNAL T75,MONNAL T75|Maintenance mode: Access
31-Dec-2022,service.almsind2@gmail.com,Missing option,MONNAL T75,MONNAL T75|Missing option
31-Dec-2022,service.almsind2@gmail.com,Missing piece,MONNAL T75,MONNAL T75|Missing piece
31-Dec-2022,service.almsind2@gmail.com,Monitoring: curves / trends / measures,MONNAL T75,MONNAL T75|Monitoring: curves / trends / measures
31-Dec-2022,service.almsind2@gmail.com,Noise,MONNAL T75,MONNAL T75|Noise
31-Dec-2022,service.almsind2@gmail.com,No main indication,MONNAL T75,MONNAL T75|No main indication
31-Dec-2022,service.almsind2@gmail.com,No ventilation,MONNAL T75,MONNAL T75|No ventilation
31-Dec-2022,service.almsind2@gmail.com,Other,MONNAL T75,MONNAL T75|Other
31-Dec-2022,service.almsind2@gmail.com,Parameter setting: setpoints / thresholds / menu,MONNAL T75,MONNAL T75|Parameter setting: setpoints / thresholds / menu
31-Dec-2022,service.almsind2@gmail.com,Power supply: non-switching,MONNAL T75,MONNAL T75|Power supply: non-switching
31-Dec-2022,service.almsind2@gmail.com,Pressure rise,MONNAL T75,MONNAL T75|Pressure rise
31-Dec-2022,service.almsind2@gmail.com,Pressure: Not in conformity,MONNAL T75,MONNAL T75|Pressure: Not in conformity
31-Dec-2022,service.almsind2@gmail.com,Resistor circuit not evaluated,MONNAL T75,MONNAL T75|Resistor circuit not evaluated
31-Dec-2022,service.almsind2@gmail.com,Screen: brightness,MONNAL T75,MONNAL T75|Screen: brightness
31-Dec-2022,service.almsind2@gmail.com,Screen: display error,MONNAL T75,MONNAL T75|Screen: display error
31-Dec-2022,service.almsind2@gmail.com,Screen: touch screen,MONNAL T75,MONNAL T75|Screen: touch screen
31-Dec-2022,service.almsind2@gmail.com,Seams: Appearance,MONNAL T75,MONNAL T75|Seams: Appearance
31-Dec-2022,service.almsind2@gmail.com,Sensor: Measurement fault,MONNAL T75,MONNAL T75|Sensor: Measurement fault
31-Dec-2022,service.almsind2@gmail.com,Soft update impossible,MONNAL T75,MONNAL T75|Soft update impossible
31-Dec-2022,service.almsind2@gmail.com,Software compatibility,MONNAL T75,MONNAL T75|Software compatibility
31-Dec-2022,service.almsind2@gmail.com,Start: black screen,MONNAL T75,MONNAL T75|Start: black screen
31-Dec-2022,service.almsind2@gmail.com,Start: impossible,MONNAL T75,MONNAL T75|Start: impossible
31-Dec-2022,service.almsind2@gmail.com,Startup: Untimely,MONNAL T75,MONNAL T75|Startup: Untimely
31-Dec-2022,service.almsind2@gmail.com,To define,MONNAL T75,MONNAL T75|To define
31-Dec-2022,service.almsind2@gmail.com,Traceability: insufficient,MONNAL T75,MONNAL T75|Traceability: insufficient
31-Dec-2022,service.almsind2@gmail.com,Traceability: wrong,MONNAL T75,MONNAL T75|Traceability: wrong
31-Dec-2022,service.almsind2@gmail.com,Universal support: feet,MONNAL T75,MONNAL T75|Universal support: feet
31-Dec-2022,service.almsind2@gmail.com,Universal support: fixation,MONNAL T75,MONNAL T75|Universal support: fixation
31-Dec-2022,service.almsind2@gmail.com,Validation not possible,MONNAL T75,MONNAL T75|Validation not possible
31-Dec-2022,service.almsind2@gmail.com,Ventilation shutdown,MONNAL T75,MONNAL T75|Ventilation shutdown
31-Dec-2022,service.almsind2@gmail.com,Ventilation shutdown with alarm,MONNAL T75,MONNAL T75|Ventilation shutdown with alarm
31-Dec-2022,service.almsind2@gmail.com,Ventilation shutdown without alarm,MONNAL T75,MONNAL T75|Ventilation shutdown without alarm
31-Dec-2022,service.almsind2@gmail.com,Wrong S / N,MONNAL T75,MONNAL T75|Wrong S / N
31-Dec-2022,service.almsind2@gmail.com,ACCESSORY ISSUE,COMM,COMM|ACCESSORY ISSUE
31-Dec-2022,service.almsind2@gmail.com,ACCESSORY MISSING,COMM,COMM|ACCESSORY MISSING
31-Dec-2022,service.almsind2@gmail.com,ACCESSORY: INTEGRATION,COMM,COMM|ACCESSORY: INTEGRATION
31-Dec-2022,service.almsind2@gmail.com,ADC FAIL,COMM,COMM|ADC FAIL
31-Dec-2022,service.almsind2@gmail.com,AIR AND O2 HOSE ISSUE,COMM,COMM|AIR AND O2 HOSE ISSUE
31-Dec-2022,service.almsind2@gmail.com,AIR AND O2 INLET LEAK,COMM,COMM|AIR AND O2 INLET LEAK
31-Dec-2022,service.almsind2@gmail.com,AIR HOSE ISSUE,COMM,COMM|AIR HOSE ISSUE
31-Dec-2022,service.almsind2@gmail.com,AIR INLET LEAK,COMM,COMM|AIR INLET LEAK
31-Dec-2022,service.almsind2@gmail.com,AIR SUPPLY FAILURE,COMM,COMM|AIR SUPPLY FAILURE
31-Dec-2022,service.almsind2@gmail.com,ALARM 001,COMM,COMM|ALARM 001
31-Dec-2022,service.almsind2@gmail.com,ALARM 002,COMM,COMM|ALARM 002
31-Dec-2022,service.almsind2@gmail.com,ALARM 003,COMM,COMM|ALARM 003
31-Dec-2022,service.almsind2@gmail.com,ALARM 004,COMM,COMM|ALARM 004
31-Dec-2022,service.almsind2@gmail.com,ALARM 005,COMM,COMM|ALARM 005
31-Dec-2022,service.almsind2@gmail.com,ALARM 006,COMM,COMM|ALARM 006
31-Dec-2022,service.almsind2@gmail.com,ALARM 007,COMM,COMM|ALARM 007
31-Dec-2022,service.almsind2@gmail.com,ALARM 008,COMM,COMM|ALARM 008
31-Dec-2022,service.almsind2@gmail.com,ALARM 009,COMM,COMM|ALARM 009
31-Dec-2022,service.almsind2@gmail.com,ALARM 010,COMM,COMM|ALARM 010
31-Dec-2022,service.almsind2@gmail.com,ALARM 011,COMM,COMM|ALARM 011
31-Dec-2022,service.almsind2@gmail.com,ALARM 012,COMM,COMM|ALARM 012
31-Dec-2022,service.almsind2@gmail.com,ALARM 013,COMM,COMM|ALARM 013
31-Dec-2022,service.almsind2@gmail.com,ALARM 014,COMM,COMM|ALARM 014
31-Dec-2022,service.almsind2@gmail.com,ALARM 015,COMM,COMM|ALARM 015
31-Dec-2022,service.almsind2@gmail.com,ALARM 016,COMM,COMM|ALARM 016
31-Dec-2022,service.almsind2@gmail.com,ALARM 017,COMM,COMM|ALARM 017
31-Dec-2022,service.almsind2@gmail.com,ALARM 018,COMM,COMM|ALARM 018
31-Dec-2022,service.almsind2@gmail.com,ALARM 019,COMM,COMM|ALARM 019
31-Dec-2022,service.almsind2@gmail.com,ALARM 020,COMM,COMM|ALARM 020
31-Dec-2022,service.almsind2@gmail.com,ALARM 021,COMM,COMM|ALARM 021
31-Dec-2022,service.almsind2@gmail.com,ALARM 022,COMM,COMM|ALARM 022
31-Dec-2022,service.almsind2@gmail.com,ALARM 023,COMM,COMM|ALARM 023
31-Dec-2022,service.almsind2@gmail.com,ALARM 024,COMM,COMM|ALARM 024
31-Dec-2022,service.almsind2@gmail.com,ALARM 025,COMM,COMM|ALARM 025
31-Dec-2022,service.almsind2@gmail.com,ALARM 026,COMM,COMM|ALARM 026
31-Dec-2022,service.almsind2@gmail.com,ALARM 027,COMM,COMM|ALARM 027
31-Dec-2022,service.almsind2@gmail.com,ALARM 028,COMM,COMM|ALARM 028
31-Dec-2022,service.almsind2@gmail.com,ALARM 029,COMM,COMM|ALARM 029
31-Dec-2022,service.almsind2@gmail.com,ALARM 030,COMM,COMM|ALARM 030
31-Dec-2022,service.almsind2@gmail.com,ALARM 031,COMM,COMM|ALARM 031
31-Dec-2022,service.almsind2@gmail.com,ALARM 032,COMM,COMM|ALARM 032
31-Dec-2022,service.almsind2@gmail.com,ALARM 033,COMM,COMM|ALARM 033
31-Dec-2022,service.almsind2@gmail.com,ALARM 034,COMM,COMM|ALARM 034
31-Dec-2022,service.almsind2@gmail.com,ALARM 035,COMM,COMM|ALARM 035
31-Dec-2022,service.almsind2@gmail.com,ALARM 036,COMM,COMM|ALARM 036
31-Dec-2022,service.almsind2@gmail.com,ALARM 037,COMM,COMM|ALARM 037
31-Dec-2022,service.almsind2@gmail.com,ALARM 038,COMM,COMM|ALARM 038
31-Dec-2022,service.almsind2@gmail.com,ALARM 039,COMM,COMM|ALARM 039
31-Dec-2022,service.almsind2@gmail.com,ALARM 040,COMM,COMM|ALARM 040
31-Dec-2022,service.almsind2@gmail.com,ALARM 041,COMM,COMM|ALARM 041
31-Dec-2022,service.almsind2@gmail.com,ALARM 042,COMM,COMM|ALARM 042
31-Dec-2022,service.almsind2@gmail.com,ALARM 043,COMM,COMM|ALARM 043
31-Dec-2022,service.almsind2@gmail.com,ALARM 044,COMM,COMM|ALARM 044
31-Dec-2022,service.almsind2@gmail.com,ALARM 045,COMM,COMM|ALARM 045
31-Dec-2022,service.almsind2@gmail.com,ALARM 046,COMM,COMM|ALARM 046
31-Dec-2022,service.almsind2@gmail.com,ALARM 047,COMM,COMM|ALARM 047
31-Dec-2022,service.almsind2@gmail.com,ALARM 048,COMM,COMM|ALARM 048
31-Dec-2022,service.almsind2@gmail.com,ALARM 049,COMM,COMM|ALARM 049
31-Dec-2022,service.almsind2@gmail.com,ALARM 050,COMM,COMM|ALARM 050
31-Dec-2022,service.almsind2@gmail.com,ALARM 051,COMM,COMM|ALARM 051
31-Dec-2022,service.almsind2@gmail.com,ALARM 052,COMM,COMM|ALARM 052
31-Dec-2022,service.almsind2@gmail.com,ALARM 053,COMM,COMM|ALARM 053
31-Dec-2022,service.almsind2@gmail.com,ALARM 054,COMM,COMM|ALARM 054
31-Dec-2022,service.almsind2@gmail.com,ALARM 055,COMM,COMM|ALARM 055
31-Dec-2022,service.almsind2@gmail.com,ALARM 056,COMM,COMM|ALARM 056
31-Dec-2022,service.almsind2@gmail.com,ALARM 057,COMM,COMM|ALARM 057
31-Dec-2022,service.almsind2@gmail.com,ALARM 058,COMM,COMM|ALARM 058
31-Dec-2022,service.almsind2@gmail.com,ALARM 059,COMM,COMM|ALARM 059
31-Dec-2022,service.almsind2@gmail.com,ALARM 060,COMM,COMM|ALARM 060
31-Dec-2022,service.almsind2@gmail.com,ALARM 061,COMM,COMM|ALARM 061
31-Dec-2022,service.almsind2@gmail.com,ALARM 062,COMM,COMM|ALARM 062
31-Dec-2022,service.almsind2@gmail.com,ALARM 063,COMM,COMM|ALARM 063
31-Dec-2022,service.almsind2@gmail.com,ALARM 064,COMM,COMM|ALARM 064
31-Dec-2022,service.almsind2@gmail.com,ALARM 065,COMM,COMM|ALARM 065
31-Dec-2022,service.almsind2@gmail.com,ALARM 066,COMM,COMM|ALARM 066
31-Dec-2022,service.almsind2@gmail.com,ALARM 067,COMM,COMM|ALARM 067
31-Dec-2022,service.almsind2@gmail.com,ALARM 068,COMM,COMM|ALARM 068
31-Dec-2022,service.almsind2@gmail.com,ALARM 069,COMM,COMM|ALARM 069
31-Dec-2022,service.almsind2@gmail.com,ALARM 070,COMM,COMM|ALARM 070
31-Dec-2022,service.almsind2@gmail.com,ALARM 071,COMM,COMM|ALARM 071
31-Dec-2022,service.almsind2@gmail.com,ALARM 072,COMM,COMM|ALARM 072
31-Dec-2022,service.almsind2@gmail.com,ALARM 073,COMM,COMM|ALARM 073
31-Dec-2022,service.almsind2@gmail.com,ALARM 074,COMM,COMM|ALARM 074
31-Dec-2022,service.almsind2@gmail.com,ALARM 075,COMM,COMM|ALARM 075
31-Dec-2022,service.almsind2@gmail.com,ALARM 076,COMM,COMM|ALARM 076
31-Dec-2022,service.almsind2@gmail.com,ALARM 077,COMM,COMM|ALARM 077
31-Dec-2022,service.almsind2@gmail.com,ALARM 078,COMM,COMM|ALARM 078
31-Dec-2022,service.almsind2@gmail.com,ALARM 079,COMM,COMM|ALARM 079
31-Dec-2022,service.almsind2@gmail.com,ALARM 080,COMM,COMM|ALARM 080
31-Dec-2022,service.almsind2@gmail.com,ALARM 081,COMM,COMM|ALARM 081
31-Dec-2022,service.almsind2@gmail.com,ALARM 082,COMM,COMM|ALARM 082
31-Dec-2022,service.almsind2@gmail.com,ALARM 083,COMM,COMM|ALARM 083
31-Dec-2022,service.almsind2@gmail.com,ALARM 084,COMM,COMM|ALARM 084
31-Dec-2022,service.almsind2@gmail.com,ALARM 085,COMM,COMM|ALARM 085
31-Dec-2022,service.almsind2@gmail.com,ALARM 086,COMM,COMM|ALARM 086
31-Dec-2022,service.almsind2@gmail.com,ALARM 087,COMM,COMM|ALARM 087
31-Dec-2022,service.almsind2@gmail.com,ALARM 088,COMM,COMM|ALARM 088
31-Dec-2022,service.almsind2@gmail.com,ALARM 089,COMM,COMM|ALARM 089
31-Dec-2022,service.almsind2@gmail.com,ALARM 090,COMM,COMM|ALARM 090
31-Dec-2022,service.almsind2@gmail.com,ALARM 091,COMM,COMM|ALARM 091
31-Dec-2022,service.almsind2@gmail.com,ALARM 092,COMM,COMM|ALARM 092
31-Dec-2022,service.almsind2@gmail.com,ALARM 093,COMM,COMM|ALARM 093
31-Dec-2022,service.almsind2@gmail.com,ALARM 094,COMM,COMM|ALARM 094
31-Dec-2022,service.almsind2@gmail.com,ALARM 095,COMM,COMM|ALARM 095
31-Dec-2022,service.almsind2@gmail.com,ALARM 096,COMM,COMM|ALARM 096
31-Dec-2022,service.almsind2@gmail.com,ALARM 097,COMM,COMM|ALARM 097
31-Dec-2022,service.almsind2@gmail.com,ALARM 098,COMM,COMM|ALARM 098
31-Dec-2022,service.almsind2@gmail.com,ALARM 099,COMM,COMM|ALARM 099
31-Dec-2022,service.almsind2@gmail.com,ALARM 100,COMM,COMM|ALARM 100
31-Dec-2022,service.almsind2@gmail.com,ALARM 101,COMM,COMM|ALARM 101
31-Dec-2022,service.almsind2@gmail.com,ALARM 102,COMM,COMM|ALARM 102
31-Dec-2022,service.almsind2@gmail.com,ALARM 103,COMM,COMM|ALARM 103
31-Dec-2022,service.almsind2@gmail.com,ALARM 104,COMM,COMM|ALARM 104
31-Dec-2022,service.almsind2@gmail.com,ALARM 105,COMM,COMM|ALARM 105
31-Dec-2022,service.almsind2@gmail.com,ALARM 106,COMM,COMM|ALARM 106
31-Dec-2022,service.almsind2@gmail.com,ALARM 107,COMM,COMM|ALARM 107
31-Dec-2022,service.almsind2@gmail.com,ALARM 108,COMM,COMM|ALARM 108
31-Dec-2022,service.almsind2@gmail.com,ALARM 109,COMM,COMM|ALARM 109
31-Dec-2022,service.almsind2@gmail.com,ALARM 110,COMM,COMM|ALARM 110
31-Dec-2022,service.almsind2@gmail.com,ALARM 111,COMM,COMM|ALARM 111
31-Dec-2022,service.almsind2@gmail.com,ALARM 112,COMM,COMM|ALARM 112
31-Dec-2022,service.almsind2@gmail.com,ALARM 113,COMM,COMM|ALARM 113
31-Dec-2022,service.almsind2@gmail.com,ALARM 114,COMM,COMM|ALARM 114
31-Dec-2022,service.almsind2@gmail.com,ALARM 115,COMM,COMM|ALARM 115
31-Dec-2022,service.almsind2@gmail.com,ALARM 116,COMM,COMM|ALARM 116
31-Dec-2022,service.almsind2@gmail.com,ALARM 117,COMM,COMM|ALARM 117
31-Dec-2022,service.almsind2@gmail.com,ALARM 118,COMM,COMM|ALARM 118
31-Dec-2022,service.almsind2@gmail.com,ALARM 119,COMM,COMM|ALARM 119
31-Dec-2022,service.almsind2@gmail.com,ALARM 120,COMM,COMM|ALARM 120
31-Dec-2022,service.almsind2@gmail.com,ALARM 121,COMM,COMM|ALARM 121
31-Dec-2022,service.almsind2@gmail.com,ALARM 122,COMM,COMM|ALARM 122
31-Dec-2022,service.almsind2@gmail.com,ALARM 123,COMM,COMM|ALARM 123
31-Dec-2022,service.almsind2@gmail.com,ALARM 124,COMM,COMM|ALARM 124
31-Dec-2022,service.almsind2@gmail.com,ALARM 125,COMM,COMM|ALARM 125
31-Dec-2022,service.almsind2@gmail.com,ALARM 126,COMM,COMM|ALARM 126
31-Dec-2022,service.almsind2@gmail.com,ALARM 127,COMM,COMM|ALARM 127
31-Dec-2022,service.almsind2@gmail.com,ALARM 128,COMM,COMM|ALARM 128
31-Dec-2022,service.almsind2@gmail.com,ALARM 129,COMM,COMM|ALARM 129
31-Dec-2022,service.almsind2@gmail.com,ALARM 130,COMM,COMM|ALARM 130
31-Dec-2022,service.almsind2@gmail.com,ALARM 131,COMM,COMM|ALARM 131
31-Dec-2022,service.almsind2@gmail.com,ALARM 132,COMM,COMM|ALARM 132
31-Dec-2022,service.almsind2@gmail.com,ALARM 133,COMM,COMM|ALARM 133
31-Dec-2022,service.almsind2@gmail.com,ALARM 134,COMM,COMM|ALARM 134
31-Dec-2022,service.almsind2@gmail.com,ALARM 135,COMM,COMM|ALARM 135
31-Dec-2022,service.almsind2@gmail.com,ALARM 136,COMM,COMM|ALARM 136
31-Dec-2022,service.almsind2@gmail.com,ALARM 137,COMM,COMM|ALARM 137
31-Dec-2022,service.almsind2@gmail.com,ALARM 138,COMM,COMM|ALARM 138
31-Dec-2022,service.almsind2@gmail.com,ALARM 139,COMM,COMM|ALARM 139
31-Dec-2022,service.almsind2@gmail.com,ALARM 140,COMM,COMM|ALARM 140
31-Dec-2022,service.almsind2@gmail.com,ALARM ISSUES,COMM,COMM|ALARM ISSUES
31-Dec-2022,service.almsind2@gmail.com,ALARM: FAILURE,COMM,COMM|ALARM: FAILURE
31-Dec-2022,service.almsind2@gmail.com,ASU FAILURE,COMM,COMM|ASU FAILURE
31-Dec-2022,service.almsind2@gmail.com,AUDIBLE LEAK,COMM,COMM|AUDIBLE LEAK
31-Dec-2022,service.almsind2@gmail.com,AUTO TEST FAILURE,COMM,COMM|AUTO TEST FAILURE
31-Dec-2022,service.almsind2@gmail.com,AUTO TRIGGERING ISSUE,COMM,COMM|AUTO TRIGGERING ISSUE
31-Dec-2022,service.almsind2@gmail.com,BACKLIGHT FAILURE,COMM,COMM|BACKLIGHT FAILURE
31-Dec-2022,service.almsind2@gmail.com,BATTERY : AUTONOMY REDUCED,COMM,COMM|BATTERY : AUTONOMY REDUCED
31-Dec-2022,service.almsind2@gmail.com,BATTERY : INCORRECT INFORMATION,COMM,COMM|BATTERY : INCORRECT INFORMATION
31-Dec-2022,service.almsind2@gmail.com,BATTERY : INTERNAL BATTERY INOPERANT,COMM,COMM|BATTERY : INTERNAL BATTERY INOPERANT
31-Dec-2022,service.almsind2@gmail.com,BATTERY : NO BACKUP,COMM,COMM|BATTERY : NO BACKUP
31-Dec-2022,service.almsind2@gmail.com,BATTERY : NO CHARGE,COMM,COMM|BATTERY : NO CHARGE
31-Dec-2022,service.almsind2@gmail.com,BATTERY : NO DETECTION,COMM,COMM|BATTERY : NO DETECTION
31-Dec-2022,service.almsind2@gmail.com,BATTERY : NO LOADING,COMM,COMM|BATTERY : NO LOADING
31-Dec-2022,service.almsind2@gmail.com,BATTERY : REDUCED AUTONOMY,COMM,COMM|BATTERY : REDUCED AUTONOMY
31-Dec-2022,service.almsind2@gmail.com,BATTERY CHARGER FAILURE,COMM,COMM|BATTERY CHARGER FAILURE
31-Dec-2022,service.almsind2@gmail.com,BATTERY: INCORRECT INFORMATION,COMM,COMM|BATTERY: INCORRECT INFORMATION
31-Dec-2022,service.almsind2@gmail.com,BLANK DISPALY,COMM,COMM|BLANK DISPALY
31-Dec-2022,service.almsind2@gmail.com,BREAKAGE OF ITEMS OTHER THAN MANO / TIPI,COMM,COMM|BREAKAGE OF ITEMS OTHER THAN MANO / TIPI
31-Dec-2022,service.almsind2@gmail.com,CABINET ISSUE,COMM,COMM|CABINET ISSUE
31-Dec-2022,service.almsind2@gmail.com,CALIBRATION: IMPOSSIBLE,COMM,COMM|CALIBRATION: IMPOSSIBLE
31-Dec-2022,service.almsind2@gmail.com,CLEANLINESS,COMM,COMM|CLEANLINESS
31-Dec-2022,service.almsind2@gmail.com,COMPONENT DEFECTIVE,COMM,COMM|COMPONENT DEFECTIVE
31-Dec-2022,service.almsind2@gmail.com,COMPONENT UNAVAILABLE,COMM,COMM|COMPONENT UNAVAILABLE
31-Dec-2022,service.almsind2@gmail.com,CONDITIONING,COMM,COMM|CONDITIONING
31-Dec-2022,service.almsind2@gmail.com,CONFIGURATION,COMM,COMM|CONFIGURATION
31-Dec-2022,service.almsind2@gmail.com,CONNECTION : ELETRICAL,COMM,COMM|CONNECTION : ELETRICAL
31-Dec-2022,service.almsind2@gmail.com,CONNECTION : MECHANICAL,COMM,COMM|CONNECTION : MECHANICAL
31-Dec-2022,service.almsind2@gmail.com,CONNECTION : PNEUMATIC,COMM,COMM|CONNECTION : PNEUMATIC
31-Dec-2022,service.almsind2@gmail.com,CONTINIOUS POWER FAILURE ALARM,COMM,COMM|CONTINIOUS POWER FAILURE ALARM
31-Dec-2022,service.almsind2@gmail.com,COOLING FAN ISSUE,COMM,COMM|COOLING FAN ISSUE
31-Dec-2022,service.almsind2@gmail.com,CPX CARE FAILURE,COMM,COMM|CPX CARE FAILURE
31-Dec-2022,service.almsind2@gmail.com,CPX FAILURE,COMM,COMM|CPX FAILURE
31-Dec-2022,service.almsind2@gmail.com,DEFECTIVE COMPONENT,COMM,COMM|DEFECTIVE COMPONENT
31-Dec-2022,service.almsind2@gmail.com,DEGRADED VENTILATION,COMM,COMM|DEGRADED VENTILATION
31-Dec-2022,service.almsind2@gmail.com,DEMO UNIT ISSUE,COMM,COMM|DEMO UNIT ISSUE
31-Dec-2022,service.almsind2@gmail.com,DEVICE GETTING HEATED UP,COMM,COMM|DEVICE GETTING HEATED UP
31-Dec-2022,service.almsind2@gmail.com,DEVICE GETTING RESET,COMM,COMM|DEVICE GETTING RESET
31-Dec-2022,service.almsind2@gmail.com,DEVICE NOT GETTING OFF,COMM,COMM|DEVICE NOT GETTING OFF
31-Dec-2022,service.almsind2@gmail.com,DEVICE NOT GETTING ON,COMM,COMM|DEVICE NOT GETTING ON
31-Dec-2022,service.almsind2@gmail.com,DEVICE WORKING ONLY ON BATTERY,COMM,COMM|DEVICE WORKING ONLY ON BATTERY
31-Dec-2022,service.almsind2@gmail.com,DISK BOOT ERROR,COMM,COMM|DISK BOOT ERROR
31-Dec-2022,service.almsind2@gmail.com,DISPLAY BLINKING,COMM,COMM|DISPLAY BLINKING
31-Dec-2022,service.almsind2@gmail.com,DISPLAY ISSUE,COMM,COMM|DISPLAY ISSUE
31-Dec-2022,service.almsind2@gmail.com,DRESSING: ASPECT,COMM,COMM|DRESSING: ASPECT
31-Dec-2022,service.almsind2@gmail.com,DRESSING: CRACKS,COMM,COMM|DRESSING: CRACKS
31-Dec-2022,service.almsind2@gmail.com,DRESSING: MISSING,COMM,COMM|DRESSING: MISSING
31-Dec-2022,service.almsind2@gmail.com,E-FLOW FAILURE,COMM,COMM|E-FLOW FAILURE
31-Dec-2022,service.almsind2@gmail.com,ENCODER (VALIDATE) NOT WORKING,COMM,COMM|ENCODER (VALIDATE) NOT WORKING
31-Dec-2022,service.almsind2@gmail.com,ENCODER KNOB ISSUE,COMM,COMM|ENCODER KNOB ISSUE
31-Dec-2022,service.almsind2@gmail.com,ETCO2 INPOERANT,COMM,COMM|ETCO2 INPOERANT
31-Dec-2022,service.almsind2@gmail.com,EXPI VALVE: CRACK,COMM,COMM|EXPI VALVE: CRACK
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY BRANCH OBSTRUCTED,COMM,COMM|EXPIRATORY BRANCH OBSTRUCTED
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY FLOW MEASUREMENT INOPERANT,COMM,COMM|EXPIRATORY FLOW MEASUREMENT INOPERANT
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY FLOW SENSOR FAILURE,COMM,COMM|EXPIRATORY FLOW SENSOR FAILURE
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY VALVE FAILURE,COMM,COMM|EXPIRATORY VALVE FAILURE
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY VALVE MALFUCTION,COMM,COMM|EXPIRATORY VALVE MALFUCTION
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY VALVE MEMBRANE ISSUE,COMM,COMM|EXPIRATORY VALVE MEMBRANE ISSUE
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY VALVE SLOPE ERROR,COMM,COMM|EXPIRATORY VALVE SLOPE ERROR
31-Dec-2022,service.almsind2@gmail.com,EXTERNAL DEVICE COMMUNICATION,COMM,COMM|EXTERNAL DEVICE COMMUNICATION
31-Dec-2022,service.almsind2@gmail.com,FAILURE AT FCGF,COMM,COMM|FAILURE AT FCGF
31-Dec-2022,service.almsind2@gmail.com,FATAL APPLICATION ERROR NOT ABLE TO SHUT DOWN,COMM,COMM|FATAL APPLICATION ERROR NOT ABLE TO SHUT DOWN
31-Dec-2022,service.almsind2@gmail.com,FIO2 ISSUE,COMM,COMM|FIO2 ISSUE
31-Dec-2022,service.almsind2@gmail.com,FIO2 KNOB ISSUE,COMM,COMM|FIO2 KNOB ISSUE
31-Dec-2022,service.almsind2@gmail.com,FIO2 SENSOR INOPERANT,COMM,COMM|FIO2 SENSOR INOPERANT
31-Dec-2022,service.almsind2@gmail.com,FIO2 SENSOR TO BE REPLACED SOON,COMM,COMM|FIO2 SENSOR TO BE REPLACED SOON
31-Dec-2022,service.almsind2@gmail.com,FIO2: MONITORING,COMM,COMM|FIO2: MONITORING
31-Dec-2022,service.almsind2@gmail.com,FITTING: LOOSE / LOST,COMM,COMM|FITTING: LOOSE / LOST
31-Dec-2022,service.almsind2@gmail.com,FIXATION,COMM,COMM|FIXATION
31-Dec-2022,service.almsind2@gmail.com,FLASH CARD ISSUE,COMM,COMM|FLASH CARD ISSUE
31-Dec-2022,service.almsind2@gmail.com,FLOW RATE: NON COMPLIANT,COMM,COMM|FLOW RATE: NON COMPLIANT
31-Dec-2022,service.almsind2@gmail.com,FLOW: ABSENCE,COMM,COMM|FLOW: ABSENCE
31-Dec-2022,service.almsind2@gmail.com,FUSE BLOWN,COMM,COMM|FUSE BLOWN
31-Dec-2022,service.almsind2@gmail.com,FUSE BURN,COMM,COMM|FUSE BURN
31-Dec-2022,service.almsind2@gmail.com,GOLD CONTACT ISSUE,COMM,COMM|GOLD CONTACT ISSUE
31-Dec-2022,service.almsind2@gmail.com,HIGH VTE ISSUE,COMM,COMM|HIGH VTE ISSUE
31-Dec-2022,service.almsind2@gmail.com,HIGH VTI ISSUE,COMM,COMM|HIGH VTI ISSUE
31-Dec-2022,service.almsind2@gmail.com,HMI: REBOOT,COMM,COMM|HMI: REBOOT
31-Dec-2022,service.almsind2@gmail.com,HUMIDIFIER FAILURE,COMM,COMM|HUMIDIFIER FAILURE
