Added ON,Added By,ROOT CAUSE KEY WORD,PRODUCT,KEY
31-Dec-2022,service.almsind2@gmail.com,DRAINING SOLENOID VALVE,COMM,COMM|DRAINING SOLENOID VALVE
31-Dec-2022,service.almsind2@gmail.com,DUST FILTER,COMM,COMM|DUST FILTER
31-Dec-2022,service.almsind2@gmail.com,EEPROM,COMM,COMM|EEPROM
31-Dec-2022,service.almsind2@gmail.com,EJECTOR STIFFENER,COMM,COMM|EJECTOR STIFFENER
31-Dec-2022,service.almsind2@gmail.com,ELECROVALVE (SECURITY),COMM,COMM|ELECROVALVE (SECURITY)
31-Dec-2022,service.almsind2@gmail.com,ELECTRICAL NETWORK,COMM,COMM|ELECTRICAL NETWORK
31-Dec-2022,service.almsind2@gmail.com,ELECTROVALVE (NEBULIZER),COMM,COMM|ELECTROVALVE (NEBULIZER)
31-Dec-2022,service.almsind2@gmail.com,ELECTROVALVE (OTHER),COMM,COMM|ELECTROVALVE (OTHER)
31-Dec-2022,service.almsind2@gmail.com,ELECTROVALVE OXYGENE,COMM,COMM|ELECTROVALVE OXYGENE
31-Dec-2022,service.almsind2@gmail.com,ELECTROVALVE PEEP,COMM,COMM|ELECTROVALVE PEEP
31-Dec-2022,service.almsind2@gmail.com,ELECTROVALVES BLOC,COMM,COMM|ELECTROVALVES BLOC
31-Dec-2022,service.almsind2@gmail.com,ELECTROVAVE (PURGE),COMM,COMM|ELECTROVAVE (PURGE)
31-Dec-2022,service.almsind2@gmail.com,EMBOUFIX O2,COMM,COMM|EMBOUFIX O2
31-Dec-2022,service.almsind2@gmail.com,EMI FILTER,COMM,COMM|EMI FILTER
31-Dec-2022,service.almsind2@gmail.com,ENCODER KNOB,COMM,COMM|ENCODER KNOB
31-Dec-2022,service.almsind2@gmail.com,ENCODER WHEEL,COMM,COMM|ENCODER WHEEL
31-Dec-2022,service.almsind2@gmail.com,ENCODER WITH CABLE,COMM,COMM|ENCODER WITH CABLE
31-Dec-2022,service.almsind2@gmail.com,EQUALIZER,COMM,COMM|EQUALIZER
31-Dec-2022,service.almsind2@gmail.com,ETCO2 BOARD,COMM,COMM|ETCO2 BOARD
31-Dec-2022,service.almsind2@gmail.com,ETCO2 PROBE,COMM,COMM|ETCO2 PROBE
31-Dec-2022,service.almsind2@gmail.com,ETCO2 PROBE ADAPTER,COMM,COMM|ETCO2 PROBE ADAPTER
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY BLOCK ASSEMBLY,COMM,COMM|EXPIRATORY BLOCK ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY FLOW SENSOR,COMM,COMM|EXPIRATORY FLOW SENSOR
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY FLOW SENSOR CABLE,COMM,COMM|EXPIRATORY FLOW SENSOR CABLE
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY FLOW SENSOR CONTACT,COMM,COMM|EXPIRATORY FLOW SENSOR CONTACT
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY GOLD CONTACT,COMM,COMM|EXPIRATORY GOLD CONTACT
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY MEMBRANE,COMM,COMM|EXPIRATORY MEMBRANE
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY NON-RETURN VALVE,COMM,COMM|EXPIRATORY NON-RETURN VALVE
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY O-RING,COMM,COMM|EXPIRATORY O-RING
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY PROPORTIONAL VALVE,COMM,COMM|EXPIRATORY PROPORTIONAL VALVE
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY PROPORTIONNAL SOLENOID VALVE,COMM,COMM|EXPIRATORY PROPORTIONNAL SOLENOID VALVE
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY SENSOR CABLE HARNESS,COMM,COMM|EXPIRATORY SENSOR CABLE HARNESS
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY VALVE,COMM,COMM|EXPIRATORY VALVE
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY VALVE DIAPHRAGM,COMM,COMM|EXPIRATORY VALVE DIAPHRAGM
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY VALVE LEAP SEAL,COMM,COMM|EXPIRATORY VALVE LEAP SEAL
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY VALVE LOCKING PIN,COMM,COMM|EXPIRATORY VALVE LOCKING PIN
31-Dec-2022,service.almsind2@gmail.com,EXPIRATORY VALVE MEMBRANE,COMM,COMM|EXPIRATORY VALVE MEMBRANE
31-Dec-2022,service.almsind2@gmail.com,EXTEND POWER SUPPLY BOARD,COMM,COMM|EXTEND POWER SUPPLY BOARD
31-Dec-2022,service.almsind2@gmail.com,EXTERNAL BATTERY,COMM,COMM|EXTERNAL BATTERY
31-Dec-2022,service.almsind2@gmail.com,EXTERNAL POWER CONNECTOR,COMM,COMM|EXTERNAL POWER CONNECTOR
31-Dec-2022,service.almsind2@gmail.com,EXTERNAL POWER SUPPLY,COMM,COMM|EXTERNAL POWER SUPPLY
31-Dec-2022,service.almsind2@gmail.com,EXTERNAL POWER SUPPLY CONNECTOR,COMM,COMM|EXTERNAL POWER SUPPLY CONNECTOR
31-Dec-2022,service.almsind2@gmail.com,FILTER BOARD,COMM,COMM|FILTER BOARD
31-Dec-2022,service.almsind2@gmail.com,FILTER BOARD RIBBON,COMM,COMM|FILTER BOARD RIBBON
31-Dec-2022,service.almsind2@gmail.com,FILTER CARD,COMM,COMM|FILTER CARD
31-Dec-2022,service.almsind2@gmail.com,FILTER CLOTH,COMM,COMM|FILTER CLOTH
31-Dec-2022,service.almsind2@gmail.com,FIO2 CABLE,COMM,COMM|FIO2 CABLE
31-Dec-2022,service.almsind2@gmail.com,FIO2 CELL,COMM,COMM|FIO2 CELL
31-Dec-2022,service.almsind2@gmail.com,FIO2 FLAP,COMM,COMM|FIO2 FLAP
31-Dec-2022,service.almsind2@gmail.com,FIO2 HATICH ASSEMBLY,COMM,COMM|FIO2 HATICH ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,FIO2 TRAP,COMM,COMM|FIO2 TRAP
31-Dec-2022,service.almsind2@gmail.com,FLAT PROPORTIONAL VALVE,COMM,COMM|FLAT PROPORTIONAL VALVE
31-Dec-2022,service.almsind2@gmail.com,FLOW CALIBRATION,COMM,COMM|FLOW CALIBRATION
31-Dec-2022,service.almsind2@gmail.com,FLOW CONTROL VALVE,COMM,COMM|FLOW CONTROL VALVE
31-Dec-2022,service.almsind2@gmail.com,FLOW OUTSIDE TOLERANCE,COMM,COMM|FLOW OUTSIDE TOLERANCE
31-Dec-2022,service.almsind2@gmail.com,FLOW SENSOR,COMM,COMM|FLOW SENSOR
31-Dec-2022,service.almsind2@gmail.com,FLOW SENSOR : EXPIRATORY,COMM,COMM|FLOW SENSOR : EXPIRATORY
31-Dec-2022,service.almsind2@gmail.com,FLOW SENSOR : INSPIRATORY,COMM,COMM|FLOW SENSOR : INSPIRATORY
31-Dec-2022,service.almsind2@gmail.com,FLOW SENSOR : O2,COMM,COMM|FLOW SENSOR : O2
31-Dec-2022,service.almsind2@gmail.com,FOAM DENSITY,COMM,COMM|FOAM DENSITY
31-Dec-2022,service.almsind2@gmail.com,FOOT,COMM,COMM|FOOT
31-Dec-2022,service.almsind2@gmail.com,FRAME,COMM,COMM|FRAME
31-Dec-2022,service.almsind2@gmail.com,FRC CABLE,COMM,COMM|FRC CABLE
31-Dec-2022,service.almsind2@gmail.com,FRC CABLE LOOSE CONTACT,COMM,COMM|FRC CABLE LOOSE CONTACT
31-Dec-2022,service.almsind2@gmail.com,FRONT COVER,COMM,COMM|FRONT COVER
31-Dec-2022,service.almsind2@gmail.com,FUSE,COMM,COMM|FUSE
31-Dec-2022,service.almsind2@gmail.com,GAS TEMPERATURE PROBE,COMM,COMM|GAS TEMPERATURE PROBE
31-Dec-2022,service.almsind2@gmail.com,GAZ INLET HP,COMM,COMM|GAZ INLET HP
31-Dec-2022,service.almsind2@gmail.com,GAZ INLET LP,COMM,COMM|GAZ INLET LP
31-Dec-2022,service.almsind2@gmail.com,GLOBAL CHECK,COMM,COMM|GLOBAL CHECK
31-Dec-2022,service.almsind2@gmail.com,GOLD CONTACT KIT,COMM,COMM|GOLD CONTACT KIT
31-Dec-2022,service.almsind2@gmail.com,HEATER BLOCK ASSEMBLY,COMM,COMM|HEATER BLOCK ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,HEPA FILTER,COMM,COMM|HEPA FILTER
31-Dec-2022,service.almsind2@gmail.com,HIDDEN,COMM,COMM|HIDDEN
31-Dec-2022,service.almsind2@gmail.com,HIGH PRESSURE,COMM,COMM|HIGH PRESSURE
31-Dec-2022,service.almsind2@gmail.com,HOLDER FOR EXP. VALVE,COMM,COMM|HOLDER FOR EXP. VALVE
31-Dec-2022,service.almsind2@gmail.com,HOT WIRE SENSOR CONTACT,COMM,COMM|HOT WIRE SENSOR CONTACT
31-Dec-2022,service.almsind2@gmail.com,HP O2 CONNECTION,COMM,COMM|HP O2 CONNECTION
31-Dec-2022,service.almsind2@gmail.com,HP O2 INLET,COMM,COMM|HP O2 INLET
31-Dec-2022,service.almsind2@gmail.com,HT PU TUBE,COMM,COMM|HT PU TUBE
31-Dec-2022,service.almsind2@gmail.com,HUMIDIFIER,COMM,COMM|HUMIDIFIER
31-Dec-2022,service.almsind2@gmail.com,HUMIDIFIER BOARD,COMM,COMM|HUMIDIFIER BOARD
31-Dec-2022,service.almsind2@gmail.com,HUMIDIFIER CLAMP,COMM,COMM|HUMIDIFIER CLAMP
31-Dec-2022,service.almsind2@gmail.com,HUMIDIFIER COIL,COMM,COMM|HUMIDIFIER COIL
31-Dec-2022,service.almsind2@gmail.com,HYDRAULIC HOSE,COMM,COMM|HYDRAULIC HOSE
31-Dec-2022,service.almsind2@gmail.com,INLET/OUTLET FOAM FILTER,COMM,COMM|INLET/OUTLET FOAM FILTER
31-Dec-2022,service.almsind2@gmail.com,INPUT BLOCK,COMM,COMM|INPUT BLOCK
31-Dec-2022,service.almsind2@gmail.com,INSPIRATORY BLOCK ASSEMBLY,COMM,COMM|INSPIRATORY BLOCK ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,INSPIRATORY CASSETTE,COMM,COMM|INSPIRATORY CASSETTE
31-Dec-2022,service.almsind2@gmail.com,INSPIRATORY FLOW SENSOR,COMM,COMM|INSPIRATORY FLOW SENSOR
31-Dec-2022,service.almsind2@gmail.com,INSPIRATORY FLOW SENSOR CABLE,COMM,COMM|INSPIRATORY FLOW SENSOR CABLE
31-Dec-2022,service.almsind2@gmail.com,INSPIRATORY NON-RETURN VALVE,COMM,COMM|INSPIRATORY NON-RETURN VALVE
31-Dec-2022,service.almsind2@gmail.com,INSPIRATORY PROPORTIONAL VALVE,COMM,COMM|INSPIRATORY PROPORTIONAL VALVE
31-Dec-2022,service.almsind2@gmail.com,INSPIRATORY PROPORTIONNAL SOLENOID VALVE,COMM,COMM|INSPIRATORY PROPORTIONNAL SOLENOID VALVE
31-Dec-2022,service.almsind2@gmail.com,INTERCONNEXION BOARD,COMM,COMM|INTERCONNEXION BOARD
31-Dec-2022,service.almsind2@gmail.com,INTERNAL BATTERY,COMM,COMM|INTERNAL BATTERY
31-Dec-2022,service.almsind2@gmail.com,INTERNAL FOW SENSOR CABLE,COMM,COMM|INTERNAL FOW SENSOR CABLE
31-Dec-2022,service.almsind2@gmail.com,INTERNAL LEAKS,COMM,COMM|INTERNAL LEAKS
31-Dec-2022,service.almsind2@gmail.com,JAR SET ASSEMBLY,COMM,COMM|JAR SET ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,JAR WITH BELLOW,COMM,COMM|JAR WITH BELLOW
31-Dec-2022,service.almsind2@gmail.com,KEYBOARD,COMM,COMM|KEYBOARD
31-Dec-2022,service.almsind2@gmail.com,KNOB,COMM,COMM|KNOB
31-Dec-2022,service.almsind2@gmail.com,LCD DISPLAY,COMM,COMM|LCD DISPLAY
31-Dec-2022,service.almsind2@gmail.com,LCD FFC CABLE,COMM,COMM|LCD FFC CABLE
31-Dec-2022,service.almsind2@gmail.com,LCD FIXING CLAMPS,COMM,COMM|LCD FIXING CLAMPS
31-Dec-2022,service.almsind2@gmail.com,LCD SCREEN,COMM,COMM|LCD SCREEN
31-Dec-2022,service.almsind2@gmail.com,LEAK,COMM,COMM|LEAK
31-Dec-2022,service.almsind2@gmail.com,LEGRIS FITTING,COMM,COMM|LEGRIS FITTING
31-Dec-2022,service.almsind2@gmail.com,LIP SEAL: EXPIRATORY VALVE,COMM,COMM|LIP SEAL: EXPIRATORY VALVE
31-Dec-2022,service.almsind2@gmail.com,LIP SEAL: SAFETY VALVE,COMM,COMM|LIP SEAL: SAFETY VALVE
31-Dec-2022,service.almsind2@gmail.com,LITHIUM BATTERY (BACKUP),COMM,COMM|LITHIUM BATTERY (BACKUP)
31-Dec-2022,service.almsind2@gmail.com,LOCK ASSEMBLY,COMM,COMM|LOCK ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,LOCKBOLT,COMM,COMM|LOCKBOLT
31-Dec-2022,service.almsind2@gmail.com,LOOSE CONTACT,COMM,COMM|LOOSE CONTACT
31-Dec-2022,service.almsind2@gmail.com,LOUD SPEAKER,COMM,COMM|LOUD SPEAKER
31-Dec-2022,service.almsind2@gmail.com,LOW PRESSURE,COMM,COMM|LOW PRESSURE
31-Dec-2022,service.almsind2@gmail.com,LOWER HOUSING,COMM,COMM|LOWER HOUSING
31-Dec-2022,service.almsind2@gmail.com,LOWER SHELL,COMM,COMM|LOWER SHELL
31-Dec-2022,service.almsind2@gmail.com,LOWER SHELL RIVET,COMM,COMM|LOWER SHELL RIVET
31-Dec-2022,service.almsind2@gmail.com,LP O2 CONNECTION,COMM,COMM|LP O2 CONNECTION
31-Dec-2022,service.almsind2@gmail.com,MAIN ELECTRONIC BOARD,COMM,COMM|MAIN ELECTRONIC BOARD
31-Dec-2022,service.almsind2@gmail.com,MAINS CABLE,COMM,COMM|MAINS CABLE
31-Dec-2022,service.almsind2@gmail.com,MAINS INLET FILTER,COMM,COMM|MAINS INLET FILTER
31-Dec-2022,service.almsind2@gmail.com,MAP LEAP SEAL,COMM,COMM|MAP LEAP SEAL
31-Dec-2022,service.almsind2@gmail.com,MICRO BOARD,COMM,COMM|MICRO BOARD
31-Dec-2022,service.almsind2@gmail.com,MICROPROCESSOR BOARD,COMM,COMM|MICROPROCESSOR BOARD
31-Dec-2022,service.almsind2@gmail.com,MISUSE,COMM,COMM|MISUSE
31-Dec-2022,service.almsind2@gmail.com,MIXER,COMM,COMM|MIXER
31-Dec-2022,service.almsind2@gmail.com,MIXER KNOB,COMM,COMM|MIXER KNOB
31-Dec-2022,service.almsind2@gmail.com,MMI ASSEMBLY EXTEND,COMM,COMM|MMI ASSEMBLY EXTEND
31-Dec-2022,service.almsind2@gmail.com,MMI BOARD,COMM,COMM|MMI BOARD
31-Dec-2022,service.almsind2@gmail.com,MMI CABLE,COMM,COMM|MMI CABLE
31-Dec-2022,service.almsind2@gmail.com,MMI COVER,COMM,COMM|MMI COVER
31-Dec-2022,service.almsind2@gmail.com,MMI ENCODER,COMM,COMM|MMI ENCODER
31-Dec-2022,service.almsind2@gmail.com,MMI PARTIAL ASSEMBLY,COMM,COMM|MMI PARTIAL ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,MMI SHELL,COMM,COMM|MMI SHELL
31-Dec-2022,service.almsind2@gmail.com,MOUNTING,COMM,COMM|MOUNTING
31-Dec-2022,service.almsind2@gmail.com,MUFFLER FILTER,COMM,COMM|MUFFLER FILTER
31-Dec-2022,service.almsind2@gmail.com,NA,COMM,COMM|NA
31-Dec-2022,service.almsind2@gmail.com,NEBULIZATION,COMM,COMM|NEBULIZATION
31-Dec-2022,service.almsind2@gmail.com,NEBULIZATION PRESSUR REDUCER,COMM,COMM|NEBULIZATION PRESSUR REDUCER
31-Dec-2022,service.almsind2@gmail.com,NEBULIZATION SOLENOID VALVE,COMM,COMM|NEBULIZATION SOLENOID VALVE
31-Dec-2022,service.almsind2@gmail.com,NO FAILURE FOUND,COMM,COMM|NO FAILURE FOUND
31-Dec-2022,service.almsind2@gmail.com,NON RETURN VALVE,COMM,COMM|NON RETURN VALVE
31-Dec-2022,service.almsind2@gmail.com,O-RINGS,COMM,COMM|O-RINGS
31-Dec-2022,service.almsind2@gmail.com,O2 CALIBRATION,COMM,COMM|O2 CALIBRATION
31-Dec-2022,service.almsind2@gmail.com,O2 CELL CABLE,COMM,COMM|O2 CELL CABLE
31-Dec-2022,service.almsind2@gmail.com,O2 ELECTROVALVE,COMM,COMM|O2 ELECTROVALVE
31-Dec-2022,service.almsind2@gmail.com,O2 EMBOUFIX,COMM,COMM|O2 EMBOUFIX
31-Dec-2022,service.almsind2@gmail.com,O2 EV MOUNTING,COMM,COMM|O2 EV MOUNTING
31-Dec-2022,service.almsind2@gmail.com,O2 FILTER ASSEMBLY,COMM,COMM|O2 FILTER ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,O2 FLOW SENSOR STRAND,COMM,COMM|O2 FLOW SENSOR STRAND
31-Dec-2022,service.almsind2@gmail.com,O2 HP INLET,COMM,COMM|O2 HP INLET
31-Dec-2022,service.almsind2@gmail.com,O2 INLET ASSEMBLY,COMM,COMM|O2 INLET ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,O2 LP INLET,COMM,COMM|O2 LP INLET
31-Dec-2022,service.almsind2@gmail.com,O2 MIXER,COMM,COMM|O2 MIXER
31-Dec-2022,service.almsind2@gmail.com,O2 PRESSURE SENSOR,COMM,COMM|O2 PRESSURE SENSOR
31-Dec-2022,service.almsind2@gmail.com,O2 PRESSURE SWITCH,COMM,COMM|O2 PRESSURE SWITCH
31-Dec-2022,service.almsind2@gmail.com,O2 REGULATOR,COMM,COMM|O2 REGULATOR
31-Dec-2022,service.almsind2@gmail.com,O2 SENSOR,COMM,COMM|O2 SENSOR
31-Dec-2022,service.almsind2@gmail.com,O2 SOLENOID VALVE,COMM,COMM|O2 SOLENOID VALVE
31-Dec-2022,service.almsind2@gmail.com,O2 VALVE,COMM,COMM|O2 VALVE
31-Dec-2022,service.almsind2@gmail.com,ON / OFF SWITCH,COMM,COMM|ON / OFF SWITCH
31-Dec-2022,service.almsind2@gmail.com,ON/OFF SWITCH,COMM,COMM|ON/OFF SWITCH
31-Dec-2022,service.almsind2@gmail.com,ON/OFF SWITCH ASSEMBLY,COMM,COMM|ON/OFF SWITCH ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,ONE WAY VALVE,COMM,COMM|ONE WAY VALVE
31-Dec-2022,service.almsind2@gmail.com,ORION CONTROL BOARD,COMM,COMM|ORION CONTROL BOARD
31-Dec-2022,service.almsind2@gmail.com,ORION SENSOR BOARD,COMM,COMM|ORION SENSOR BOARD
31-Dec-2022,service.almsind2@gmail.com,OSIRIS CHARGER,COMM,COMM|OSIRIS CHARGER
31-Dec-2022,service.almsind2@gmail.com,OTHER,COMM,COMM|OTHER
31-Dec-2022,service.almsind2@gmail.com,PACKAGING,COMM,COMM|PACKAGING
31-Dec-2022,service.almsind2@gmail.com,PATIENT CIRCUIT,COMM,COMM|PATIENT CIRCUIT
31-Dec-2022,service.almsind2@gmail.com,PATIENT INTERFACE,COMM,COMM|PATIENT INTERFACE
31-Dec-2022,service.almsind2@gmail.com,PATIENT INTERFACE COVER,COMM,COMM|PATIENT INTERFACE COVER
31-Dec-2022,service.almsind2@gmail.com,PATIENT PRESSURE SENSOR,COMM,COMM|PATIENT PRESSURE SENSOR
31-Dec-2022,service.almsind2@gmail.com,PATIENT SAFETY VALVE,COMM,COMM|PATIENT SAFETY VALVE
31-Dec-2022,service.almsind2@gmail.com,PATIENT SECURITY VALVE,COMM,COMM|PATIENT SECURITY VALVE
31-Dec-2022,service.almsind2@gmail.com,PC BOARD,COMM,COMM|PC BOARD
31-Dec-2022,service.almsind2@gmail.com,PD SENSOR,COMM,COMM|PD SENSOR
31-Dec-2022,service.almsind2@gmail.com,PEEP CALIBRATION,COMM,COMM|PEEP CALIBRATION
31-Dec-2022,service.almsind2@gmail.com,PEEP ELECTROVALVE,COMM,COMM|PEEP ELECTROVALVE
31-Dec-2022,service.almsind2@gmail.com,PEP EC MOUNTING,COMM,COMM|PEP EC MOUNTING
31-Dec-2022,service.almsind2@gmail.com,PERIPHERAL BOARD,COMM,COMM|PERIPHERAL BOARD
31-Dec-2022,service.almsind2@gmail.com,PIN,COMM,COMM|PIN
31-Dec-2022,service.almsind2@gmail.com,POTENTIOMETERS,COMM,COMM|POTENTIOMETERS
31-Dec-2022,service.almsind2@gmail.com,POWER BOARD,COMM,COMM|POWER BOARD
31-Dec-2022,service.almsind2@gmail.com,POWER BOARD ANAVENT,COMM,COMM|POWER BOARD ANAVENT
31-Dec-2022,service.almsind2@gmail.com,POWER BOARD RIVET,COMM,COMM|POWER BOARD RIVET
31-Dec-2022,service.almsind2@gmail.com,POWER CABLE,COMM,COMM|POWER CABLE
31-Dec-2022,service.almsind2@gmail.com,POWER CABLE FOR THE MICRO-PROCESSOR BOARD,COMM,COMM|POWER CABLE FOR THE MICRO-PROCESSOR BOARD
31-Dec-2022,service.almsind2@gmail.com,POWER CORD,COMM,COMM|POWER CORD
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY BOARD,COMM,COMM|POWER SUPPLY BOARD
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY BOARD : 12V,COMM,COMM|POWER SUPPLY BOARD : 12V
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY BOARD : 26V,COMM,COMM|POWER SUPPLY BOARD : 26V
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY BOARD COOLING FAN,COMM,COMM|POWER SUPPLY BOARD COOLING FAN
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY CABLE,COMM,COMM|POWER SUPPLY CABLE
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY CHARGER,COMM,COMM|POWER SUPPLY CHARGER
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY FILTER,COMM,COMM|POWER SUPPLY FILTER
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY SOFTWARE,COMM,COMM|POWER SUPPLY SOFTWARE
31-Dec-2022,service.almsind2@gmail.com,PRESSURE CALIBRATION,COMM,COMM|PRESSURE CALIBRATION
31-Dec-2022,service.almsind2@gmail.com,PRESSURE REDUCER,COMM,COMM|PRESSURE REDUCER
31-Dec-2022,service.almsind2@gmail.com,PRESSURE SENSOR,COMM,COMM|PRESSURE SENSOR
31-Dec-2022,service.almsind2@gmail.com,PRESSURE SENSOR : ATMOSPHERIC,COMM,COMM|PRESSURE SENSOR : ATMOSPHERIC
31-Dec-2022,service.almsind2@gmail.com,PRESSURE SENSOR : O2,COMM,COMM|PRESSURE SENSOR : O2
31-Dec-2022,service.almsind2@gmail.com,PRESSURE SENSOR : PATIENT,COMM,COMM|PRESSURE SENSOR : PATIENT
31-Dec-2022,service.almsind2@gmail.com,PRESSURE SENSOR CABLE,COMM,COMM|PRESSURE SENSOR CABLE
31-Dec-2022,service.almsind2@gmail.com,PRESSURE SWITCH,COMM,COMM|PRESSURE SWITCH
31-Dec-2022,service.almsind2@gmail.com,PRIMARY POWER SUPPLY,COMM,COMM|PRIMARY POWER SUPPLY
31-Dec-2022,service.almsind2@gmail.com,PROPORTIONAL EXPIRATORY SOLENOID VALVE,COMM,COMM|PROPORTIONAL EXPIRATORY SOLENOID VALVE
31-Dec-2022,service.almsind2@gmail.com,PROPORTIONAL INSPIRATORY SOLENOID VALVE,COMM,COMM|PROPORTIONAL INSPIRATORY SOLENOID VALVE
31-Dec-2022,service.almsind2@gmail.com,PU TUBE,COMM,COMM|PU TUBE
31-Dec-2022,service.almsind2@gmail.com,REAR COVER,COMM,COMM|REAR COVER
31-Dec-2022,service.almsind2@gmail.com,REFIXED CONNECTORS,COMM,COMM|REFIXED CONNECTORS
31-Dec-2022,service.almsind2@gmail.com,REMOVABLE AIR INLET FILTER,COMM,COMM|REMOVABLE AIR INLET FILTER
31-Dec-2022,service.almsind2@gmail.com,REMOVABLE BATTERY,COMM,COMM|REMOVABLE BATTERY
31-Dec-2022,service.almsind2@gmail.com,RETRO LIGHTING,COMM,COMM|RETRO LIGHTING
31-Dec-2022,service.almsind2@gmail.com,RGB RIBBON,COMM,COMM|RGB RIBBON
31-Dec-2022,service.almsind2@gmail.com,SAFETY PATIENT VALVE,COMM,COMM|SAFETY PATIENT VALVE
31-Dec-2022,service.almsind2@gmail.com,SAFETY SOLENOID VALVE,COMM,COMM|SAFETY SOLENOID VALVE
31-Dec-2022,service.almsind2@gmail.com,SAFETY VALVE HOLDER,COMM,COMM|SAFETY VALVE HOLDER
31-Dec-2022,service.almsind2@gmail.com,SAMTEC CONNECTOR,COMM,COMM|SAMTEC CONNECTOR
31-Dec-2022,service.almsind2@gmail.com,SCHFNER MAINS CABLE,COMM,COMM|SCHFNER MAINS CABLE
31-Dec-2022,service.almsind2@gmail.com,SCREEN,COMM,COMM|SCREEN
31-Dec-2022,service.almsind2@gmail.com,SCREEN FOAM,COMM,COMM|SCREEN FOAM
31-Dec-2022,service.almsind2@gmail.com,SCREEN RIBBON,COMM,COMM|SCREEN RIBBON
31-Dec-2022,service.almsind2@gmail.com,SCREW,COMM,COMM|SCREW
31-Dec-2022,service.almsind2@gmail.com,SD CARD,COMM,COMM|SD CARD
31-Dec-2022,service.almsind2@gmail.com,SECONDARY POWER SUPPLY,COMM,COMM|SECONDARY POWER SUPPLY
31-Dec-2022,service.almsind2@gmail.com,SENSOR BOARD,COMM,COMM|SENSOR BOARD
31-Dec-2022,service.almsind2@gmail.com,SERRE-CABLE ALIM CARTE MICRO,COMM,COMM|SERRE-CABLE ALIM CARTE MICRO
31-Dec-2022,service.almsind2@gmail.com,SHAVINGS,COMM,COMM|SHAVINGS
31-Dec-2022,service.almsind2@gmail.com,SILENT FILTER,COMM,COMM|SILENT FILTER
31-Dec-2022,service.almsind2@gmail.com,SMC REGULATOR,COMM,COMM|SMC REGULATOR
31-Dec-2022,service.almsind2@gmail.com,SMPS,COMM,COMM|SMPS
31-Dec-2022,service.almsind2@gmail.com,SOFT : BATTERIES MANAGEMENT,COMM,COMM|SOFT : BATTERIES MANAGEMENT
31-Dec-2022,service.almsind2@gmail.com,SOFT : MONITORING,COMM,COMM|SOFT : MONITORING
31-Dec-2022,service.almsind2@gmail.com,SOFT : OPTIONS,COMM,COMM|SOFT : OPTIONS
31-Dec-2022,service.almsind2@gmail.com,SOFT : POWER SUPPLY MANAGEMENT,COMM,COMM|SOFT : POWER SUPPLY MANAGEMENT
31-Dec-2022,service.almsind2@gmail.com,SOFT : VENTILATION,COMM,COMM|SOFT : VENTILATION
31-Dec-2022,service.almsind2@gmail.com,SOFT : VERSION UPDATE,COMM,COMM|SOFT : VERSION UPDATE
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE,COMM,COMM|SOFTWARE
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : BATTERY MANAGEMENT,COMM,COMM|SOFTWARE : BATTERY MANAGEMENT
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : CURVES,COMM,COMM|SOFTWARE : CURVES
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : INSTALLATION,COMM,COMM|SOFTWARE : INSTALLATION
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : MONITOR,COMM,COMM|SOFTWARE : MONITOR
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : MONITORING,COMM,COMM|SOFTWARE : MONITORING
